ID,Name,Price (CZK),Location,Latitude,Longitude,Flat Type,Is New
207479372,Pronájem bytu 3+kk 104 m²,46000,Praha 1 - Nové Město,50.07193522772958,14.442095772270418,6,False
3618161228,Prodej bytu 3+kk 103 m²,15085000,Praha 10 - Záběhlice,50.04222622772958,14.50021677227042,6,False
1816610124,Prodej bytu 3+kk 109 m²,15725000,Praha 2 - Vinohrady,50.06374122772958,14.46106377227042,6,False
1323967052,Pronájem bytu 3+kk 107 m² (Jednopodlažní),44000,Praha 5 - Třebonice,50.035768227729584,14.30995677227042,6,False
3577471564,Pronájem bytu 3+kk 132 m²,68000,Praha 3 - Vinohrady,50.06733022772958,14.46164077227042,6,False
681108044,Pronájem bytu 3+kk 136 m²,75000,Praha 3 - Vinohrady,50.06733022772958,14.46164077227042,6,False
2909790796,Pronájem bytu 3+kk 132 m²,73000,Praha 3 - Vinohrady,50.06733022772958,14.46164077227042,6,False
2155799116,Prodej bytu 3+kk 121 m²,23285000,Praha 9 - Hrdlořezy,50.08257822772958,14.51152777227042,6,False
2854539852,Pronájem bytu 3+kk 110 m²,78000,Praha 3 - Vinohrady,50.06715122772958,14.46174877227042,6,False
3604992588,Prodej bytu 3+kk 99 m²,14619000,Praha 5 - Stodůlky,50.03386422772958,14.31435277227042,6,False
1277674060,Prodej bytu 3+kk 189 m² (Podkrovní),21783000,Praha 3 - Vinohrady,50.06503422772958,14.46786377227042,6,False
641512012,Prodej bytu 3+kk 65 m²,0,Praha 1 - Nové Město,50.07992322772958,14.44590977227042,6,False
127382092,Prodej bytu 3+kk 126 m²,22938000,Praha 2 - Vinohrady,50.06072022772958,14.451290772270418,6,False
3821900364,Prodej bytu 3+kk 201 m²,16133000,Praha 4 - Modřany,49.998349227729584,14.41851377227042,6,False
715760204,Prodej bytu 3+kk 86 m²,0,Praha 10 - Vinohrady,50.06374122772958,14.46106377227042,6,False
3872911948,Pronájem bytu 3+kk 130 m²,83000,Praha 3 - Vinohrady,50.06685022772958,14.46184577227042,6,False
4219990604,Pronájem bytu 3+kk 108 m²,77000,Praha 3 - Vinohrady,50.06685022772958,14.46184577227042,6,False
2076865868,Prodej bytu 3+kk 108 m² (Jednopodlažní),0,Praha 1 - Staré Město,50.07883922772958,14.43336377227042,6,False
3049853516,Pronájem bytu 3+1 68 m²,27000,Praha 8 - Bohnice,50.11830622772958,14.43599977227042,7,False
585699916,Pronájem bytu 3+1 82 m²,29000,Praha 9 - Libeň,50.09393822772958,14.50108277227042,7,False
941167180,Pronájem bytu 3+1 119 m²,37000,Praha 4 - Nusle,50.04928322772958,14.45917177227042,7,False
1862865484,Pronájem bytu 3+1 86 m²,22000,Praha 4 - Kamýk,50.00341122772958,14.46029177227042,7,False
2903052876,Prodej bytu 3+1 83 m²,9901000,Praha 9 - Letňany,50.12127822772958,14.519299772270418,7,False
5837388,Prodej bytu 3+1 87 m²,12802000,Praha 4 - Krč,50.03621022772958,14.45574377227042,7,False
608768588,Pronájem bytu 3+1 83 m² (Jednopodlažní),26000,Praha 5 - Hlubočepy,50.024747227729584,14.39314177227042,7,False
2826506828,Prodej bytu 3+1 122 m²,20606000,Praha 2 - Vinohrady,50.064637227729584,14.46359977227042,7,False
1819873868,Prodej bytu 3+1 87 m²,9319000,Praha 5 - Stodůlky,50.03210222772958,14.33951177227042,7,False
2406027852,Prodej bytu 3+1 81 m²,10660000,Praha 5 - Hlubočepy,50.03433022772958,14.41606477227042,7,False
698163788,Prodej bytu 3+1 74 m²,10472000,Praha 4 - Lhotka,50.00993822772958,14.45697877227042,7,False
3820041548,Pronájem bytu 3+1 93 m²,31000,Praha 3 - Žižkov,50.07278922772958,14.46108077227042,7,False
1481626188,Pronájem bytu 3+1 126 m²,40000,Praha 7 - Holešovice,50.08915122772958,14.44181977227042,7,False
2972238412,Pronájem bytu 3+1 112 m² (Jednopodlažní),34000,Praha 4 - Újezd u Průhonic,50.00852322772958,14.53487377227042,7,False
2210992716,Prodej bytu 4+kk 130 m²,23174000,Praha 4 - Chodov,50.02296922772958,14.51869977227042,8,False
3553169996,Prodej bytu 4+kk 137 m²,23407000,Praha 4 - Chodov,50.02296922772958,14.51869977227042,8,False
2096697932,Pronájem bytu 4+kk 132 m²,52000,Praha 5 - Smíchov,50.05845022772958,14.422048772270418,8,False
2380862028,Pronájem bytu 4+kk 116 m²,38000,Praha 6 - Břevnov,50.07825622772958,14.37780777227042,8,False
